% Compass data recorded with 'snsrlog'
% 
% 
% Label description:
% 	 0: Default Label
% 	 1: pick up phone
% 
% Column description:
% 	 1: Seconds.milliseconds since 1970
% 	 2: Magnetic heading in degrees starting at due north and continuing clockwise (e.g. east = 90) - negative values indicate invalid values
% 		 NOTE: True heading only provides valid values when GPS is activated at same time!
% 	 3: True heading in degrees starting at due north and continuing clockwise (e.g. east = 90) - negative values indicate invalid values
% 	 4: Error likelihood - negative values indicate invalid values
% 	 5: Geomagnetic data for the x-axis measured in microteslas
% 	 6: Geomagnetic data for the y-axis measured in microteslas
% 	 7: Geomagnetic data for the z-axis measured in microteslas
% 	 8: Label used for the current sample
% 
% 
1495573455.468	 359.369843	 354.282715	 180.000000	 30.270386	 -9.419006	 -35.124878	 1
1495573455.488	 359.369232	 354.282104	 180.000000	 30.197083	 -9.117584	 -34.751709	 1
1495573455.507	 359.368286	 354.281158	 180.000000	 29.598923	 -8.890457	 -34.834106	 1
1495573455.540	 359.367981	 354.280853	 180.000000	 29.969742	 -9.416473	 -34.678162	 1
1495573455.567	 251.583481	 246.496353	 20.000000	 30.045837	 -9.342880	 -35.052551	 1
1495573455.587	 251.582550	 246.495422	 20.000000	 30.644455	 -9.570953	 -35.270264	 1
1495573455.617	 251.581009	 246.493881	 20.000000	 30.420059	 -9.418930	 -34.898254	 1
1495573455.637	 251.580078	 246.492950	 15.000000	 30.420715	 -9.344162	 -34.973511	 1
1495573455.667	 251.578796	 246.491669	 15.000000	 30.271042	 -9.344238	 -35.200134	 1
1495573455.688	 251.577881	 246.490753	 10.000000	 29.896072	 -9.342743	 -35.204285	 1
1495573455.718	 251.575684	 246.488556	 10.000000	 30.044617	 -9.492661	 -34.977112	 1
1495573455.738	 251.575012	 246.487885	 10.000000	 30.044617	 -9.492661	 -34.977112	 1
1495573455.768	 251.573486	 246.486359	 10.000000	 30.570602	 -9.420654	 -35.271606	 1
1495573455.789	 251.572540	 246.485413	 10.000000	 30.269257	 -9.492874	 -34.749573	 1
1495573455.818	 251.571609	 246.484482	 10.000000	 29.144547	 -9.488861	 -34.911987	 1
1495573455.847	 251.570053	 246.482925	 10.000000	 30.346741	 -9.193649	 -34.899841	 1
