timeStamp, skippedSeries, x-axis, y-axis, z-axis, label
1495573445.162	 0	 0.021973	 0.012283	 -0.995468	 1
1495573445.172	 0	 0.021072	 0.013779	 -0.994308	 1
1495573445.182	 0	 0.020157	 0.015717	 -0.995575	 1
1495573445.192	 0	 0.017883	 0.012756	 -0.993927	 1
1495573445.202	 0	 0.021194	 0.012161	 -0.994705	 1
1495573445.212	 0	 0.019638	 0.013718	 -0.994019	 1
1495573445.222	 0	 0.019440	 0.010803	 -0.994476	 1
1495573445.232	 0	 0.018112	 0.010849	 -0.993073	 1
1495573445.242	 0	 0.020157	 0.011154	 -0.994644	 1
1495573445.252	 0	 0.020340	 0.010040	 -0.995804	 1
1495573445.262	 0	 0.017792	 0.009857	 -0.996078	 1
1495573445.272	 0	 0.020538	 0.010239	 -0.994858	 1
1495573445.282	 0	 0.019440	 0.010712	 -0.996079	 1
1495573445.292	 0	 0.020630	 0.010941	 -0.993744	 1
1495573445.302	 0	 0.019653	 0.009903	 -0.994125	 1
1495573445.312	 0	 0.018127	 0.012192	 -0.994171	 1
1495573445.322	 0	 0.018753	 0.013596	 -0.996017	 1
1495573445.332	 0	 0.018158	 0.013702	 -0.994507	 1
1495573445.342	 0	 0.021667	 0.013153	 -0.994934	 1
1495573445.352	 0	 0.020844	 0.014206	 -0.996002	 1
1495573445.362	 0	 0.019669	 0.013428	 -0.993713	 1
1495573445.372	 0	 0.019623	 0.010925	 -0.994141	 1
1495573445.382	 0	 0.019958	 0.012314	 -0.993210	 1
1495573445.392	 0	 0.020889	 0.010880	 -0.996826	 1
1495573445.402	 0	 0.020889	 0.010757	 -0.995789	 1
1495573445.412	 0	 0.020844	 0.011490	 -0.994888	 1
1495573445.422	 0	 0.020645	 0.012115	 -0.993149	 1
1495573445.432	 0	 0.018860	 0.013031	 -0.995880	 1
1495573445.442	 0	 0.018280	 0.011398	 -0.994507	 1
1495573445.452	 0	 0.016266	 0.013611	 -0.995468	 1
1495573445.462	 0	 0.019226	 0.013092	 -0.995590	 1
1495573445.472	 0	 0.019897	 0.012558	 -0.994431	 1
1495573445.482	 0	 0.018631	 0.011002	 -0.996689	 1
1495573445.492	 0	 0.021011	 0.012131	 -0.994827	 1
1495573445.502	 0	 0.021866	 0.012085	 -0.997696	 1
1495573445.512	 0	 0.021194	 0.010590	 -0.993851	 1
1495573445.522	 0	 0.021896	 0.011444	 -0.995667	 1
1495573445.532	 0	 0.020828	 0.012924	 -0.994431	 1
1495573445.542	 0	 0.020874	 0.012955	 -0.993286	 1
1495573445.552	 0	 0.020660	 0.012512	 -0.995010	 1
1495573445.562	 0	 0.020569	 0.012466	 -0.995239	 1
1495573445.572	 0	 0.021057	 0.013962	 -0.996338	 1
1495573445.582	 0	 0.018875	 0.012436	 -0.994782	 1
1495573445.592	 0	 0.020737	 0.012512	 -0.995346	 1
1495573445.602	 0	 0.021561	 0.010818	 -0.995300	 1
1495573445.612	 0	 0.018494	 0.012604	 -0.997116	 1
1495573445.622	 0	 0.020599	 0.010880	 -0.996170	 1
1495573445.632	 0	 0.018723	 0.011505	 -0.995132	 1
1495573445.642	 0	 0.019714	 0.010452	 -0.995972	 1
1495573445.652	 0	 0.019165	 0.010162	 -0.994980	 1
1495573445.662	 0	 0.018723	 0.011505	 -0.994995	 1
1495573445.672	 0	 0.018372	 0.010635	 -0.995239	 1
1495573445.682	 0	 0.018600	 0.010727	 -0.995743	 1
1495573445.692	 0	 0.018341	 0.012833	 -0.994659	 1
1495573445.702	 0	 0.019821	 0.014175	 -0.996048	 1
1495573445.712	 0	 0.020035	 0.012390	 -0.995819	 1
1495573445.722	 0	 0.021591	 0.011215	 -0.993011	 1
1495573445.732	 0	 0.021957	 0.009354	 -0.994034	 1
1495573445.742	 0	 0.020920	 0.011749	 -0.997101	 1
1495573445.752	 0	 0.022507	 0.011078	 -0.995163	 1
1495573445.762	 0	 0.021820	 0.010757	 -0.994034	 1
1495573445.772	 0	 0.019989	 0.010300	 -0.994980	 1
1495573445.782	 0	 0.020996	 0.009949	 -0.995010	 1
1495573445.792	 0	 0.018784	 0.009415	 -0.995163	 1
1495573445.802	 0	 0.019180	 0.014084	 -0.995163	 1
1495573445.812	 0	 0.015808	 0.013229	 -0.994843	 1
1495573445.822	 0	 0.018341	 0.014374	 -0.994827	 1
1495573445.832	 0	 0.016525	 0.013336	 -0.993988	 1
1495573445.842	 0	 0.017593	 0.013962	 -0.994888	 1
1495573445.852	 0	 0.019791	 0.014664	 -0.996689	 1
1495573445.862	 0	 0.020737	 0.011673	 -0.994797	 1
1495573445.872	 0	 0.021622	 0.010086	 -0.994873	 1
1495573445.882	 0	 0.023270	 0.007553	 -0.995560	 1
1495573445.892	 0	 0.023010	 0.005783	 -0.996109	 1
1495573445.902	 0	 0.023376	 0.008423	 -0.995407	 1
1495573445.912	 0	 0.021378	 0.011108	 -0.996811	 1
1495573445.922	 0	 0.019409	 0.011520	 -0.994553	 1
1495573445.932	 0	 0.019226	 0.013397	 -0.996414	 1
1495573445.942	 0	 0.016281	 0.012817	 -0.992462	 1
1495573445.952	 0	 0.016968	 0.012985	 -0.993927	 1
1495573445.962	 0	 0.014893	 0.014877	 -0.995300	 1
1495573445.972	 0	 0.017136	 0.014343	 -0.994873	 1
1495573445.982	 0	 0.018372	 0.014801	 -0.993530	 1
1495573445.992	 0	 0.019897	 0.012253	 -0.994446	 1
1495573446.002	 0	 0.021515	 0.011337	 -0.994278	 1
1495573446.012	 0	 0.021439	 0.008850	 -0.993088	 1
1495573446.022	 0	 0.024170	 0.009995	 -0.994980	 1
1495573446.032	 0	 0.021118	 0.009766	 -0.994431	 1
1495573446.042	 0	 0.022903	 0.012756	 -0.996338	 1
1495573446.052	 0	 0.020950	 0.010818	 -0.996033	 1
1495573446.062	 0	 0.017426	 0.012665	 -0.994644	 1
1495573446.072	 0	 0.015930	 0.015213	 -0.994995	 1
1495573446.082	 0	 0.017609	 0.013412	 -0.996750	 1
1495573446.092	 0	 0.016296	 0.014023	 -0.996658	 1
1495573446.102	 0	 0.018082	 0.010376	 -0.995163	 1
1495573446.112	 0	 0.020294	 0.010941	 -0.995346	 1
1495573446.122	 0	 0.022278	 0.010300	 -0.995514	 1
1495573446.132	 0	 0.021271	 0.011383	 -0.997574	 1
1495573446.142	 0	 0.023376	 0.011108	 -0.994888	 1
1495573446.152	 0	 0.021988	 0.009827	 -0.995316	 1
1495573446.162	 0	 0.021149	 0.011765	 -0.995331	 1
1495573446.172	 0	 0.018494	 0.013031	 -0.993500	 1
1495573446.182	 0	 0.017181	 0.013550	 -0.994156	 1
