% Accelerometer data recorded with 'snsrlog'
% 
% Sampling frequency: 100 Hz
% 
% Label description:
% , 0: Default Label
% , 1: pick up phone
% , 2: wave
% 
% Column description:
% , 1: Seconds.milliseconds since 1970
% , 2: Number of skipped measurements
% , 3: Acceleration value in x-direction
% , 4: Acceleration value in y-direction
% , 5: Acceleration value in z-direction
% , 6: Label used for the current sample
% 
% 
1496158532.167, 0, -0.043671, -0.904816, -0.364944, 2
1496158532.177, 0, -0.050827, -0.903626, -0.376923, 2
1496158532.187, 0, -0.057343, -0.905762, -0.386490, 2
1496158532.197, 0, -0.059540, -0.906189, -0.396606, 2
1496158532.207, 0, -0.061829, -0.905960, -0.394913, 2
1496158532.217, 0, -0.062302, -0.909302, -0.395187, 2
1496158532.227, 0, -0.063446, -0.915588, -0.390869, 2
1496158532.237, 0, -0.061722, -0.911087, -0.396637, 2
1496158532.247, 0, -0.057587, -0.909973, -0.388824, 2
1496158532.257, 0, -0.052994, -0.908463, -0.380692, 2
1496158532.267, 0, -0.049667, -0.908188, -0.380737, 2
1496158532.277, 0, -0.050888, -0.907837, -0.371094, 2
1496158532.287, 0, -0.054001, -0.909592, -0.376724, 2
1496158532.297, 0, -0.054947, -0.910873, -0.381561, 2
1496158532.307, 0, -0.053070, -0.910614, -0.381104, 2
1496158532.317, 0, -0.051773, -0.902481, -0.386566, 2
1496158532.327, 0, -0.048874, -0.899933, -0.387802, 2
1496158532.337, 0, -0.044006, -0.900452, -0.389389, 2
1496158532.347, 0, -0.036148, -0.897675, -0.392654, 2
1496158532.357, 0, -0.027924, -0.896042, -0.399460, 2
1496158532.367, 0, -0.031235, -0.894287, -0.396637, 2
1496158532.377, 0, -0.037354, -0.892715, -0.393463, 2
1496158532.387, 0, -0.043457, -0.894150, -0.387207, 2
1496158532.397, 0, -0.042328, -0.896896, -0.376190, 2
1496158532.407, 0, -0.038055, -0.900833, -0.372391, 2
1496158532.417, 0, -0.036591, -0.904938, -0.371078, 2
1496158532.427, 0, -0.037323, -0.905395, -0.368485, 2
1496158532.437, 0, -0.042587, -0.908920, -0.378082, 2
1496158532.447, 0, -0.046051, -0.909851, -0.382172, 2
1496158532.457, 0, -0.041565, -0.906158, -0.390152, 2
1496158532.467, 0, -0.044617, -0.904648, -0.388245, 2
1496158532.477, 0, -0.050797, -0.904922, -0.384109, 2
1496158532.487, 0, -0.057388, -0.903961, -0.374710, 2
1496158532.497, 0, -0.056778, -0.902267, -0.380951, 2
1496158532.507, 0, -0.054947, -0.898804, -0.380737, 2
1496158532.517, 0, -0.043655, -0.896881, -0.376968, 2
1496158532.527, 0, -0.034851, -0.907883, -0.375122, 2
1496158532.537, 0, -0.039154, -0.919373, -0.377289, 2
1496158532.547, 0, -0.049622, -0.923569, -0.375992, 2
1496158532.557, 0, -0.057404, -0.915665, -0.373672, 2
1496158532.567, 0, -0.057068, -0.908920, -0.374619, 2
1496158532.577, 0, -0.052902, -0.912369, -0.381897, 2
1496158532.587, 0, -0.054276, -0.913925, -0.387161, 2
1496158532.597, 0, -0.053421, -0.910629, -0.400787, 2
1496158532.607, 0, -0.058014, -0.908875, -0.405151, 2
1496158532.617, 0, -0.061234, -0.898010, -0.402100, 2
1496158532.627, 0, -0.060501, -0.892212, -0.403519, 2
1496158532.637, 0, -0.058685, -0.906357, -0.395004, 2
1496158532.647, 0, -0.054596, -0.920578, -0.401138, 2
1496158532.657, 0, -0.056732, -0.926071, -0.387863, 2
1496158532.667, 0, -0.063599, -0.913361, -0.379791, 2
1496158532.677, 0, -0.066193, -0.899200, -0.376663, 2
1496158532.687, 0, -0.061996, -0.900116, -0.366898, 2
1496158532.697, 0, -0.054474, -0.905594, -0.365234, 2
1496158532.707, 0, -0.041870, -0.908905, -0.360886, 2
1496158532.717, 0, -0.040207, -0.911453, -0.361984, 2
1496158532.727, 0, -0.037155, -0.916199, -0.364853, 2
1496158532.737, 0, -0.051620, -0.923645, -0.372223, 2
1496158532.747, 0, -0.059509, -0.924316, -0.382889, 2
1496158532.757, 0, -0.062073, -0.922333, -0.389862, 2
1496158532.767, 0, -0.062378, -0.925446, -0.391296, 2
1496158532.777, 0, -0.061218, -0.935608, -0.397385, 2
1496158532.787, 0, -0.061005, -0.948517, -0.400146, 2
1496158532.797, 0, -0.059219, -0.959900, -0.393616, 2
1496158532.807, 0, -0.058655, -0.964523, -0.396133, 2
1496158532.817, 0, -0.056442, -0.971695, -0.402359, 2
1496158532.827, 0, -0.056091, -0.979034, -0.411133, 2
1496158532.837, 0, -0.060394, -0.982712, -0.422455, 2
1496158532.847, 0, -0.070831, -0.984619, -0.437042, 2
1496158532.857, 0, -0.090317, -0.995605, -0.451035, 2
1496158532.867, 0, -0.114044, -1.003494, -0.455505, 2
1496158532.877, 0, -0.136658, -1.010071, -0.462372, 2
1496158532.887, 0, -0.154358, -1.017548, -0.455261, 2
1496158532.897, 0, -0.170303, -1.028915, -0.450653, 2
1496158532.907, 0, -0.181763, -1.034561, -0.447906, 2
1496158532.917, 0, -0.186386, -1.030289, -0.455673, 2
1496158532.927, 0, -0.192245, -1.029205, -0.465668, 2
1496158532.937, 0, -0.190369, -1.027176, -0.483322, 2
1496158532.947, 0, -0.193405, -1.033356, -0.502670, 2
1496158532.957, 0, -0.184052, -1.034470, -0.498474, 2
1496158532.967, 0, -0.190918, -1.043442, -0.503922, 2
1496158532.977, 0, -0.202393, -1.060883, -0.499359, 2
1496158532.987, 0, -0.221268, -1.070206, -0.505661, 2
1496158532.997, 0, -0.253708, -1.079529, -0.501862, 2
1496158533.007, 0, -0.277344, -1.091644, -0.489029, 2
1496158533.017, 0, -0.292664, -1.078918, -0.487213, 2
1496158533.027, 0, -0.306595, -1.075500, -0.480881, 2
1496158533.037, 0, -0.299423, -1.078720, -0.474991, 2
