% Accelerometer data recorded with 'snsrlog'
% 
% Sampling frequency: 100 Hz
% 
% Label description:
% 	 0: Default Label
% 	 1: pick up phone
% 	 2: wave
% 	 3: circle
% 
% Column description:
% 	 1: Seconds.milliseconds since 1970
% 	 2: Number of skipped measurements
% 	 3: Acceleration value in x-direction
% 	 4: Acceleration value in y-direction
% 	 5: Acceleration value in z-direction
% 	 6: Label used for the current sample
% 
% 
1501514725.262	 0	 0.047882	 -0.624573	 -0.777130	 3
1501514725.272	 0	 0.043549	 -0.625732	 -0.778152	 3
1501514725.282	 0	 0.043167	 -0.628738	 -0.778549	 3
1501514725.292	 0	 0.046890	 -0.626739	 -0.779404	 3
1501514725.302	 0	 0.049622	 -0.623016	 -0.777206	 3
1501514725.312	 0	 0.048050	 -0.624054	 -0.774460	 3
1501514725.322	 0	 0.047989	 -0.620804	 -0.769180	 3
1501514725.332	 0	 0.055450	 -0.618195	 -0.770004	 3
1501514725.342	 0	 0.055618	 -0.616562	 -0.769867	 3
1501514725.352	 0	 0.058411	 -0.616699	 -0.767639	 3
1501514725.362	 0	 0.059189	 -0.615799	 -0.766632	 3
1501514725.372	 0	 0.058441	 -0.614548	 -0.767364	 3
1501514725.382	 0	 0.056000	 -0.614685	 -0.765457	 3
1501514725.392	 0	 0.054382	 -0.614319	 -0.762100	 3
1501514725.402	 0	 0.052521	 -0.614212	 -0.762466	 3
1501514725.412	 0	 0.052170	 -0.612808	 -0.764221	 3
1501514725.422	 0	 0.048904	 -0.614883	 -0.767136	 3
1501514725.432	 0	 0.047882	 -0.616013	 -0.763702	 3
1501514725.442	 0	 0.043076	 -0.617050	 -0.763351	 3
1501514725.452	 0	 0.042603	 -0.615341	 -0.757843	 3
1501514725.462	 0	 0.042053	 -0.613754	 -0.749207	 3
1501514725.472	 0	 0.045654	 -0.615311	 -0.749069	 3
1501514725.482	 0	 0.051865	 -0.619293	 -0.752640	 3
1501514725.492	 0	 0.055527	 -0.618423	 -0.753006	 3
1501514725.502	 0	 0.053757	 -0.618317	 -0.760849	 3
1501514725.512	 0	 0.051819	 -0.619385	 -0.772522	 3
1501514725.522	 0	 0.049744	 -0.618317	 -0.776382	 3
1501514725.532	 0	 0.051636	 -0.617554	 -0.785873	 3
1501514725.542	 0	 0.050537	 -0.616837	 -0.786423	 3
1501514725.552	 0	 0.049576	 -0.623505	 -0.788284	 3
1501514725.562	 0	 0.047134	 -0.623596	 -0.786896	 3
1501514725.572	 0	 0.043777	 -0.621811	 -0.779907	 3
1501514725.582	 0	 0.041840	 -0.624115	 -0.778122	 3
1501514725.592	 0	 0.043106	 -0.624512	 -0.782471	 3
1501514725.602	 0	 0.039383	 -0.629395	 -0.779587	 3
1501514725.612	 0	 0.037140	 -0.630859	 -0.775482	 3
1501514725.622	 0	 0.034088	 -0.631134	 -0.769394	 3
1501514725.632	 0	 0.033524	 -0.632492	 -0.765732	 3
1501514725.642	 0	 0.033829	 -0.631195	 -0.759476	 3
1501514725.652	 0	 0.030746	 -0.628571	 -0.757660	 3
1501514725.662	 0	 0.032364	 -0.625809	 -0.755676	 3
1501514725.672	 0	 0.037186	 -0.626877	 -0.758652	 3
1501514725.682	 0	 0.041779	 -0.617981	 -0.763138	 3
1501514725.692	 0	 0.046265	 -0.610336	 -0.763397	 3
1501514725.702	 0	 0.050354	 -0.606140	 -0.757629	 3
1501514725.712	 0	 0.048538	 -0.602646	 -0.757462	 3
1501514725.722	 0	 0.049362	 -0.598755	 -0.756149	 3
1501514725.732	 0	 0.046387	 -0.599503	 -0.748856	 3
