% Compass data recorded with 'snsrlog'
% 
% 
% Label description:
% 	 0: Default Label
% 	 1: pick up phone
% 
% Column description:
% 	 1: Seconds.milliseconds since 1970
% 	 2: Magnetic heading in degrees starting at due north and continuing clockwise (e.g. east = 90) - negative values indicate invalid values
% 		 NOTE: True heading only provides valid values when GPS is activated at same time!
% 	 3: True heading in degrees starting at due north and continuing clockwise (e.g. east = 90) - negative values indicate invalid values
% 	 4: Error likelihood - negative values indicate invalid values
% 	 5: Geomagnetic data for the x-axis measured in microteslas
% 	 6: Geomagnetic data for the y-axis measured in microteslas
% 	 7: Geomagnetic data for the z-axis measured in microteslas
% 	 8: Label used for the current sample
% 
% 
1495573445.083	 357.982452	 352.895325	 180.000000	 33.133286	 2.269058	 -35.284302	 1
1495573445.102	 357.980804	 352.893677	 180.000000	 33.957581	 2.267136	 -34.825195	 1
1495573445.124	 357.979492	 352.892365	 180.000000	 34.106552	 2.192444	 -34.523315	 1
1495573445.157	 357.978271	 352.891144	 180.000000	 32.906845	 2.196747	 -34.686462	 1
1495573445.172	 273.100311	 268.013184	 20.000000	 34.108582	 2.416748	 -34.749023	 1
1495573445.202	 273.100342	 268.013214	 20.000000	 33.357025	 2.118393	 -35.206299	 1
1495573445.232	 273.100037	 268.012909	 20.000000	 33.433624	 2.343323	 -35.131226	 1
1495573445.252	 273.099640	 268.012512	 15.000000	 32.905258	 1.971542	 -34.760742	 1
1495573445.282	 273.097504	 268.010376	 15.000000	 33.882370	 2.267883	 -34.676025	 1
1495573445.302	 273.096802	 268.009674	 10.000000	 33.733932	 2.417557	 -34.978210	 1
1495573445.332	 273.095825	 268.008698	 10.000000	 33.882584	 2.191315	 -35.200745	 1
1495573445.352	 273.095123	 268.007996	 10.000000	 33.056046	 2.045471	 -34.909363	 1
1495573445.384	 273.093262	 268.006134	 10.000000	 33.730881	 1.966919	 -35.201660	 1
1495573445.402	 273.092834	 268.005707	 10.000000	 33.431244	 2.043549	 -35.055176	 1
1495573445.434	 273.091919	 268.004791	 10.000000	 33.581024	 2.043396	 -34.903564	 1
1495573445.453	 273.091492	 268.004364	 10.000000	 32.981384	 2.121246	 -34.760437	 1
1495573445.482	 273.088745	 268.001617	 10.000000	 33.733032	 2.267136	 -35.127686	 1
1495573445.512	 273.086609	 267.999481	 10.000000	 33.881348	 2.041534	 -35.125244	 1
1495573445.533	 273.085266	 267.998138	 10.000000	 32.831390	 2.045700	 -35.136841	 1
1495573445.563	 273.084015	 267.996887	 10.000000	 32.606400	 2.046585	 -35.139282	 1
1495573445.582	 273.083618	 267.996490	 10.000000	 33.356796	 2.118851	 -35.056274	 1
1495573445.613	 273.082397	 267.995270	 10.000000	 33.432037	 2.118103	 -35.205444	 1
1495573445.633	 273.081970	 267.994843	 10.000000	 32.829376	 1.897522	 -34.536316	 1
1495573445.662	 273.080994	 267.993866	 10.000000	 33.957916	 2.190338	 -35.424927	 1
1495573445.683	 273.080933	 267.993805	 10.000000	 33.883041	 2.266541	 -35.126038	 1
1495573445.713	 273.079742	 267.992615	 10.000000	 33.807587	 2.191605	 -35.201599	 1
1495573445.733	 273.079346	 267.992218	 10.000000	 32.832062	 2.196609	 -34.837341	 1
1495573445.763	 273.077881	 267.990753	 10.000000	 33.805893	 1.966614	 -35.200806	 1
1495573445.793	 273.077332	 267.990204	 10.000000	 34.104980	 1.967224	 -34.597534	 1
